read_2_no00	drug_name	read_2_2	status
dia6.	CO-DYDRAMOL TAB	di	y
dia6.	CO-DYDRAMOL TAB 10MG/500MG	di	y
dia6.	Co-Dydramol Tablets	di	y
dia6.	CO-DYDRAMOL TABLETS	di	y
dia6.	CO-DYDRAMOL tablets	di	y
dia6.	CO-DYDRAMOL TABLETS 10 MG + 500 MG	di	y
dia6.	CO-DYDRAMOL tablets 10/500	di	y
dia6.	CO-DYDRAMOL TABLETS 10/500	di	y
dia6.	Co-dydramol tablets 10/500	di	y
dia6.	CO-DYDRAMOL tablets 10mg+500mg	di	y
dia6.	co-dydramol tablets 10mg+500mg	di	y
dia6.	Co-dydramol tablets 10mg+500mg	di	y
dia6.	CO-DYDRAMOL tablets 10mg+500mg -	di	y
dia6.	Co-dydramol Tablets d1/p50 500 mg	di	y
dia6.	Co-dydramol Tablets N/A	di	y
dia6.	CO-DYDRAMOL tabs	di	y
dia6.	CO-DYDRAMOL TABS	di	y
dia6.	CO-DYDRAMOL tabs 10/500	di	y
dia6.	CO-DYDRAMOL TABS 10/500	di	y
dia6.	CO-DYDRAMOL tabs 10mg+500mg	di	y
dia6.	CO-DYDRAMOL TABS 10MG+500MG	di	y
dia6.	DIHYDROCODEINE + PARACETAMOL tabs 10mg + 500mg	di	y
dia6.	DIHYDROCODEINE 10/PARACET 500	di	y
dia6.	DIHYDROCODEINE 10/PARACET 500MG	di	y
dia6.	DIHYDROCODEINE 10mg/ TAB	di	y
dia6.	DIHYDROCODEINE 10mg/PARACETAMOL 500mg TAB	di	y
dia6.	Dihydrocodeine with paracetamol 10mg+500mg tablets	di	y
dia6.	Paracetamol 500mg with dihydrocodeine 10mg tablet	di	y
dia6.	Paracetamol with dihydrocodeine tablets 500mg + 10mg	di	y
dia7.	CO-PROXAMO (dextropropoxyphen & paracetamol tab 32.5mg+325mg	di	y
dia7.	CO-PROXAMOL	di	y
dia7.	Co-Proxamol  Tablets	di	y
dia7.	CO-PROXAMOL  tabs	di	y
dia7.	CO-PROXAMOL 32.5/325	di	y
dia7.	Co-proxamol 32.5mg + 325mg tablets	di	y
dia7.	Co-proxamol 32.5mg/325mg tablets	di	y
dia7.	Co-proxamol 325mg tablets	di	y
dia7.	CO-PROXAMOL 325MG+32.5MG	di	y
dia7.	CO-PROXAMOL TAB	di	y
dia7.	CO-PROXAMOL TAB 32.5MG/325MG	di	y
dia7.	CO-PROXAMOL TAB PRIVATE	di	y
dia7.	Co-Proxamol Tablets	di	y
dia7.	CO-PROXAMOL TABLETS	di	y
dia7.	CO-PROXAMOL tablets	di	y
dia7.	CO-PROXAMOL tablets 32.5/325	di	y
dia7.	Co-proxamol tablets 32.5/325	di	y
dia7.	Co-proxamol tablets 32.5mg + 325mg	di	y
dia7.	CO-PROXAMOL tablets 32.5mg + 325mg	di	y
dia7.	co-proxamol tablets 32.5mg + 325mg	di	y
dia7.	Co-proxamol Tablets 325 mg	di	y
dia7.	CO-PROXAMOL TABLETS 325MG + 32.5MG	di	y
dia7.	Co-proxamol tablets 325mg + 32.5mg	di	y
dia7.	CO-PROXAMOL tablets 325mg + 32.5mg	di	y
dia7.	CO-PROXAMOL tabs	di	y
dia7.	CO-PROXAMOL TABS	di	y
dia7.	CO-PROXAMOL tabs 32.5/325	di	y
dia7.	CO-PROXAMOL tabs 32.5mg + 325mg	di	y
dia7.	CO-PROXAMOL tabs 325mg + 32.5mg	di	y
dia7.	CO-PROXAMOL TABS 325MG+32.5MG	di	y
dia7.	coproxamol	di	y
dia7.	DEXTROPROPOXYPHENE H TAB 32.5	di	y
dia7.	DEXTROPROPOXYPHENE HCL /PARACETAMOL TAB 32.5	di	y
dia7.	Paracetamol 325mg with dextropropoxyphene 32.5mg tablet	di	y
dia9.	ASPAV disp tab	di	y
dia9.	ASPAV TAB	di	y
diad.	DISTALGESIC tabs	di	y
diaf.	EQUAGESIC TAB	di	y
diaf.	Equagesic Tablet (Wyeth Pharmaceuticals)	di	y
diaf.	EQUAGESIC tabs	di	y
diaI.	CO-CODAMOL SF EFF POWDER	di	y
diaI.	CO-CODAMOL sf eff pwdr 30mg + 500mg	di	y
diaj.	LOBAK TAB	di	n
diaj.	Lobak Tablet (Sanofi-Synthelabo Ltd)	di	n
diaj.	LOBAK tabs	di	n
diam.	KAPAKE	di	y
diam.	Kapake  Tablets  30 mg/500 mg	di	y
diam.	Kapake 30mg/500mg tablets (Galen Ltd)	di	y
diam.	KAPAKE 500/30 TAB	di	y
diam.	KAPAKE tablets	di	y
diam.	Kapake Tablets	di	y
diam.	KAPAKE tablets 30mg + 500mg	di	y
diam.	KAPAKE tablets 500mg + 30mg	di	y
diam.	KAPAKE TABS	di	y
diam.	KAPAKE tabs 30mg + 500mg	di	y
diam.	KAPAKE tabs 500mg + 30mg	di	y
diam.	KAPAKE TABS 500MG+30MG	di	y
diam.	KAPAKE-500/30 TAB	di	y
diam.	KAPAKE-500/30 tab	di	y
diam.	KAPAKE(PARA 500MG/30 TAB	di	y
diam.	KAPAKE(PARA 500MG/30MG CODEINE) TAB	di	y
dian.	CO-CODAMOL (codeine & paracetamol) tabs 30mg + 500mg	di	y
dian.	Co-Codamol 30/500  Tablets	di	y
dian.	Co-Codamol 30/500 Caplets	di	y
dian.	Co-Codamol 30/500 Tablets	di	y
dian.	CO-CODAMOL 30/500 TABS	di	y
dian.	CO-CODAMOL 30/500 TABS 500 MG PARACETAMOL + 30MG CODEINE	di	y
dian.	Co-codamol 30mg/500mg caplets (A A H Pharmaceuticals Ltd)	di	y
dian.	Co-codamol 30mg/500mg caplets (Actavis UK Ltd)	di	y
dian.	Co-codamol 30mg/500mg caplets (AMCo)	di	y
dian.	Co-codamol 30mg/500mg caplets (J M McGill Ltd)	di	y
dian.	Co-codamol 30mg/500mg caplets (Kent Pharmaceuticals Ltd)	di	y
dian.	Co-codamol 30mg/500mg caplets (Mercury Pharma Group Ltd)	di	y
dian.	Co-codamol 30mg/500mg caplets (Phoenix Healthcare Distrib...	di	y
dian.	Co-codamol 30mg/500mg tablets	di	y
dian.	Co-codamol 30mg/500mg tablets (Wockhardt UK Ltd)	di	y
dian.	Co-codamol tablets 30mg + 500mg	di	y
dian.	co-codamol tablets 30mg + 500mg	di	y
dian.	CO-CODAMOL tablets 30mg + 500mg	di	y
dian.	CO-CODAMOL tabs 30/500	di	y
dian.	CO-CODAMOL tabs 30mg + 500mg	di	y
dian.	CODEINE PHOSPHATE + PARACETAMOL tabs 30mg + 500mg	di	y
dian.	Codeine phosphate 30mg with paracetamol 500mg tablets	di	y
dian.	Codeine phosphate with paracetamol tablets 30mg + 500mg	di	y
dian.	KAPAKE tablets 30mg + 500mg	di	y
dian.	PARACETAMOL + CODEIN PHOSPHAT 500MG+30MG	di	y
dian.	PARACETAMOL + CODEIN PHOSPHAT TABS 500MG+30MG	di	y
dian.	PARACETAMOL + CODEINE PHOSPHATE tabs 500mg + 30mg	di	y
dian.	Paracetamol 500mg with codeine phosphate 30 mg tablet	di	y
dian.	PARACETAMOL 500MG/30 TAB	di	y
dian.	PARACETAMOL 500MG/30MG CODEINE PHOSPHATE TAB	di	y
dian.	PARACETAMOL WITH CODEINE PHOSPHATE 500m	di	y
dian.	PARACETAMOL WITH CODEINE PHOSPHATE tablets 500mg + 30mg	di	y
dian.	Paracetamol with codeine phosphate tablets 500mg + 30mg	di	y
dian.	PARACETAMOL WITH CODEINE PHOSPHATE tablets 500mg+30mg	di	y
dian.	PARACETAMOL WITH CODEINE PHOSPHATE tabs 500mg + 30mg	di	y
dian.	PARACETAMOL+CODEINE PHOSPHATE 500mg/30mg tablets	di	y
dian.	SOLPADOL caplets 500mg + 30mg	di	y
diaO.	CO-CODAPRIN (codeine & aspirin) sol tab 8mg+500mg	di	y
diaO.	CO-CODAPRIN sol tab 8mg+500mg	di	y
diao.	Kapake  Capsules	di	y
diao.	Kapake 30mg/500mg capsules (Galen Ltd)	di	y
diao.	KAPAKE caps 30mg + 500mg	di	y
diao.	Kapake Capsules	di	y
diap.	CO-CODAMOL (codeine & paracetamol) eff tab 8mg+500mg	di	y
diap.	Co-codamol [STERWIN] effervescent tablet 8mg+500mg	di	y
diap.	Co-Codamol 8/500  Dispersible Tablets	di	y
diap.	Co-Codamol 8/500 Dispersible Tablets	di	y
diap.	Co-Codamol 8/500 Effervescent  Tablets	di	y
diap.	Co-Codamol 8/500 Effervescent Tablets	di	y
diap.	Co-codamol 8mg/500mg effervescent tablets	di	y
diap.	CO-CODAMOL 8mg/500mg effervescent tablets	di	y
diap.	CO-CODAMOL DISP TAB 8/500	di	y
diap.	CO-CODAMOL disp tab 8mg+500mg	di	y
diap.	CO-CODAMOL DISP TAB 8MG+500MG	di	y
diap.	CO-CODAMOL disp tabs	di	y
diap.	CO-CODAMOL DISPERSIBLE TABLET	di	y
diap.	CO-CODAMOL DISPERSIBLE TABLET 500 MG + 8 MG	di	y
diap.	CO-CODAMOL dispersible tablet 8/500	di	y
diap.	CO-CODAMOL DISPERSIBLE TABLET 8/500	di	y
diap.	co-codamol dispersible tablet 8/500	di	y
diap.	co-codamol dispersible tablet 8mg+500mg	di	y
diap.	Co-codamol dispersible tablet 8mg+500mg	di	y
diap.	CO-CODAMOL dispersible tablet 8mg+500mg	di	y
diap.	CO-CODAMOL eff tab 8mg+500mg	di	y
diap.	CO-CODAMOL EFFERVESC TAB	di	y
diap.	CO-CODAMOL EFFERVESCENT TAB	di	y
diap.	CO-CODAMOL tabs, dispersible 8/500	di	y
diap.	PARACET 500/CODEINE PHOS 8MG TAB	di	y
diap.	PARACETAMOL WITH CODEINE PHOSPHATE effervescent	di	y
diap.	PARACETAMOL WITH CODEINE PHOSPHATE effervescent tab 500mg	di	y
diap.	PARACETAMOL+CODEINE PHOSPHATE	di	y
diaq.	CO-CODAMOL (codeine & paracetamol) caps 8mg+500mg	di	y
diaq.	co-codamol (codeine and paracetamol) capsules 8mg+500mg	di	y
diaq.	Co-Codamol 8/500  Capsules	di	y
diaq.	Co-Codamol 8/500 Capsules	di	y
diaq.	Co-codamol 8mg/500mg capsules	di	y
diaq.	CO-CODAMOL caps 8/500	di	y
diaq.	CO-CODAMOL caps 8mg+500mg	di	y
diaq.	CO-CODAMOL capsules 8mg+500mg	di	y
diaq.	co-codamol capsules 8mg+500mg	di	y
diaq.	Co-codamol capsules 8mg+500mg	di	y
diaq.	CO-CODAMOL tabs 8/500	di	y
diaq.	CO-CODAMOL TABS 8/500MG.	di	y
diaq.	CO-CODAMOL tabs, dispersible 8/500	di	y
diaq.	CODEINE PHOSPHATE + PARACETAMOL caps 8mg+500mg	di	y
diaq.	Codeine phosphate 8mg with Paracetamol 500mg capsules	di	y
diaq.	PARACETAMOL + CODEINE PHOSPHATE caps 500mg + 8mg	di	y
diaq.	Paracetamol 500mg with codeine phosphate 8mg capsule	di	y
diaq.	PARACETAMOL WITH CODEINE PHOSPHATE capsules 500	di	y
diaq.	Paracetamol with codeine phosphate capsules 500mg + 8mg	di	y
diaT.	Codipar 15mg/500mg tablets (Mercury Pharma Group Ltd)	di	y
diaT.	CODIPAR caplets 500mg + 15mg	di	y
diaU.	CO-CODAMOL (codeine & paracetamol) tabs 15mg + 500mg	di	y
diaU.	Co-Codamol 15/500  Tablets	di	y
diaU.	Co-Codamol 15/500 Tablets	di	y
diaU.	Co-codamol 15mg/500mg tablets	di	y
diaU.	Co-codamol tablets 15mg + 500mg	di	y
diaU.	CO-CODAMOL tabs 15mg + 500mg	di	y
diaU.	CODEINE PHOSPHATE + PARACETAMOL tabs 15mg + 500mg	di	y
diaU.	Codeine phosphate 15mg with paracetamol 500mg tablets	di	y
diaU.	Codeine phosphate with paracetamol tablets 15mg + 500mg	di	y
diaU.	codeine phosphate with paracetamol tablets 15mg + 500mg	di	y
diaU.	PARACETAMOL + CODEINE PHOSPHATE tabs 500mg + 15mg	di	y
diaU.	PARACETAMOL WITH CODEINE PHOSPHATE capsules 500mg + 30mg	di	y
diaU.	Paracetamol with codeine phosphate tablets 500mg + 15mg	di	y
diaU.	Paracetamol500mg with codeine phosphate 15mg tablet	di	y
dibB.	CO-CODAMOL (codeine & paracetamol) eff tab 30mg + 500mg	di	y
dibB.	Co-Codamol 30/500  Effervescent Tablets	di	y
dibB.	Co-Codamol 30/500  Effervescent tablets	di	y
dibB.	CO-CODAMOL 30/500 EF TAB	di	y
dibB.	CO-CODAMOL 30/500 EFFERVESCENT TAB	di	y
dibB.	Co-Codamol 30/500 Effervescent Tablets	di	y
dibB.	Co-codamol 30mg/500mg effervescent tablets	di	y
dibB.	CO-CODAMOL 30mg/500mg effervescent tablets	di	y
dibB.	CO-CODAMOL eff tab 30mg + 500mg	di	y
dibB.	co-codamol effervescent tablet 30mg + 500mg	di	y
dibB.	Co-codamol effervescent tablet 30mg + 500mg	di	y
dibB.	CODEINE PHOSPHATE + PARACETAMOL eff tab 30mg + 500mg	di	y
dibB.	PARACETAMOL + CODEINE PHOSPHATE eff tab 500mg + 30mg	di	y
dibB.	Paracetamol 500mg with codeine phosphate 30mg effervescent tablet	di	y
dibB.	PARACETAMOL WITH CODEINE PHOSPHATE effervescent tablet 500mg	di	y
dibB.	PARACETAMOL+CODEINE PHOSPHATE 500mg/30mg effervescent tabs	di	y
dibB.	SOLPADOL eff tab 500mg + 30mg	di	y
dibB.	SOLPADOL effervescent tablet	di	y
dibD.	CO-CODAMOL (codeine & paracetamol) caps 30mg + 500mg	di	y
dibD.	Co-Codamol 30/500  Capsules	di	y
dibD.	Co-Codamol 30/500 Caplets	di	y
dibD.	Co-Codamol 30/500 Capsules	di	y
dibD.	Co-codamol 30mg/500mg capsules	di	y
dibD.	CO-CODAMOL CAP 30MG/500MG	di	y
dibD.	CO-CODAMOL caps 30mg + 500mg	di	y
dibD.	Co-codamol capsules 30mg + 500mg	di	y
dibD.	co-codamol capsules 30mg + 500mg	di	y
dibD.	CO-CODAMOL capsules 30mg + 500mg	di	y
dibD.	CODEINE PHOSPHATE + PARACETAMOL caps 30mg + 500mg	di	y
dibD.	Codeine phosphate 30mg with Paracetamol 500mg capsules	di	y
dibD.	PARACETAMOL + CODEIN PHOSPHAT CAPS 500MG+30MG	di	y
dibD.	PARACETAMOL + CODEINE PHOSPHATE caps 500mg + 30mg	di	y
dibD.	Paracetamol 500mg with codeine phosphate 30mg capsule	di	y
dibD.	PARACETAMOL 500MG/30 CAP	di	y
dibD.	PARACETAMOL 500MG/30MG CODEINE PHOSPHATE CAP	di	y
dibD.	PARACETAMOL WITH CODEINE PHOSPHATE capsules 500mg + 30mg	di	y
dibD.	Paracetamol with codeine phosphate capsules 500mg + 30mg	di	y
dibD.	SOLPADOL capsules 500mg + 30mg	di	y
dibD.	TYLEX 500mg caps	di	y
dibD.	TYLEX capsules 500mg + 30mg	di	y
dibD.	Tylex capsules 500mg + 30mg	di	y
dibE.	DIHYDROCODEINE + PARACETAMOL tabs 20mg + 500mg	di	y
dibE.	Dihydrocodeine with paracetamol 20mg+500mg tablets	di	y
dibE.	PARACETAMOL + DIHYDROCODEINE tabs 500mg + 20mg	di	y
dibE.	Paracetamol 500mg / Dihydrocodeine 20mg tablets	di	y
dibE.	Paracetamol And Dihydrocodeine  Tablets  500 mg + 20 mg	di	y
dibE.	Paracetamol And Dihydrocodeine Tablets 500 mg + 20 mg	di	y
dibE.	Paracetamol with dihydrocodeine tablets 500mg + 20mg	di	y
dibF.	DIHYDROCODEINE + PARACETAMOL tabs 30mg + 500mg	di	y
dibF.	Dihydrocodeine with paracetamol 30mg+500mg tablets	di	y
dibF.	Dihydrocodeine with paracetamol tablets 30mg + 500mg	di	y
dibF.	PARACETAMOL + DIHYDROCODEINE tabs 500mg + 30mg	di	y
dibF.	Paracetamol 500mg / Dihydrocodeine 30mg tablets	di	y
dibF.	Paracetamol with dihydrocodeine tablets 500mg + 30mg	di	y
dibG.	TYLEX EFF TAB	di	y
dibG.	TYLEX eff tab 500mg + 30mg	di	y
dibG.	TYLEX EFF TABS	di	y
dibG.	TYLEX effervescent tablet 500mg + 30mg	di	y
dibk.	ROBAXISAL-FORTE TAB	di	y
dibP.	Panadol NightPain tablets (GlaxoSmithKline Consumer Healt...	di	y
dibQ.	CO-CODAMOL (codeine & paracetamol) tabs 12.8mg + 500mg	di	y
dibQ.	Co-codamol 12.8mg/500mg tablets	di	y
dibQ.	CO-CODAMOL tabs 12.8mg + 500mg	di	y
dibQ.	PARACETAMOL + CODEINE tabs 500mg + 12.8mg	di	y
dibQ.	Paracetamol 500mg with codeine 12.8mg tablet	di	y
dibR.	SOLPADEINE MAX tabs 500mg + 12.8mg	di	y
dibS.	Solpadol 30mg/500mg capsules (Sanofi)	di	y
dibS.	SOLPADOL caps 500mg + 30mg	di	y
dibt.	Tylex 30mg/500mg capsules (UCB Pharma Ltd)	di	y
dibt.	TYLEX 500mg caps	di	y
dibt.	TYLEX 500mg capsules	di	y
dibt.	TYLEX 500MG+30MG	di	y
dibt.	TYLEX CAP	di	y
dibt.	TYLEX caps	di	y
dibt.	TYLEX CAPS 30/500	di	y
dibt.	TYLEX caps 500mg + 30mg	di	y
dibt.	TYLEX CAPS 500MG+30MG	di	y
dibt.	Tylex Capsules	di	y
dibt.	TYLEX CAPSULES	di	y
dibt.	Tylex Capsules 500 mg para. + 30mg codeine	di	y
dibt.	Tylex Capsules 500 mg paracetamol + 30mg code	di	y
dibt.	Tylex capsules 500mg + 30mg	di	y
dibt.	TYLEX capsules 500mg + 30mg	di	y
dibt.	TYLEX_CAP	di	y
dibu.	Solpadol 30mg/500mg effervescent tablets (Sanofi)	di	y
dibu.	SOLPADOL EFF TAB	di	y
dibu.	SOLPADOL eff tab	di	y
dibu.	SOLPADOL eff tab 500mg + 30mg	di	y
dibu.	SOLPADOL EFFERVESCEN TAB	di	y
dibu.	SOLPADOL EFFERVESCENT TAB	di	y
dibu.	SOLPADOL EFFERVESCENT TABLET	di	y
dibu.	SOLPADOL effervescent tablet 500mg + 30mg	di	y
dibu.	SOLPADOL effervescent tablet 500mg + 30mg [effe	di	y
dibu.	SOLPADOL TAB	di	y
dibu.	SOLPADOL tabs, dispersible 30/500	di	y
dibu.	SOLPADOL tabs, dispersible 30/500 -	di	y
dibv.	REMEDEINE TAB	di	y
dibv.	Remedeine Tablets	di	y
dibv.	Remedeine tablets (Crescent Pharma Ltd)	di	y
dibv.	Remedeine tablets (Napp Pharmaceuticals Ltd)	di	y
dibv.	REMEDEINE tabs 20mg + 500mg	di	y
dibW.	MEDOCODENE caps 30mg + 500mg	di	y
dibw.	Remedeine 30mg+500mg Tablet (Napp Pharmaceuticals Ltd)	di	y
dibw.	REMEDEINE FORTE TAB	di	y
dibw.	Remedeine Forte tablets (Crescent Pharma Ltd)	di	y
dibw.	Remedeine Forte tablets (Napp Pharmaceuticals Ltd)	di	y
dibw.	REMEDEINE forte tablets 30mg + 500mg	di	y
dibw.	REMEDEINE forte tabs 30mg + 500mg	di	y
dibw.	REMEDEINE FORTE tabs 30mg + 500mg	di	y
dibY.	SUDAFED NON-DROWSY DUAL RELIEF caps	di	n
dibz.	Solpadol  Caplets  30 mg/500 mg	di	y
dibz.	Solpadol 30mg/500mg caplets (Sanofi)	di	y
dibz.	SOLPADOL CAPLETS	di	y
dibz.	SOLPADOL caplets	di	y
dibz.	Solpadol Caplets	di	y
dibz.	Solpadol Caplets 30 mg/500 mg	di	y
dibz.	SOLPADOL caplets 500mg + 30mg	di	y
dibz.	SOLPADOL CAPLETS TAB	di	y
dic3.	Zapain  Caplets  30 mg + 500 mg	di	y
dic3.	Zapain  Tablets  30 mg + 500 mg	di	y
dic3.	Zapain 30mg/500mg caplets (Goldshield Pharmaceuticals Ltd)	di	y
dic3.	Zapain 30mg/500mg caplets (Mercury Pharma Group Ltd)	di	y
dic3.	Zapain 30mg/500mg tablets (AMCo)	di	y
dic3.	Zapain 30mg/500mg tablets (Mercury Pharma Group Ltd)	di	y
dic3.	Zapain Caplets	di	y
dic3.	ZAPAIN caplets 30mg + 500mg	di	y
dic3.	Zapain caplets 30mg + 500mg	di	y
dic4.	Zapain 30mg/500mg capsules (AMCo)	di	y
dic4.	Zapain 30mg/500mg capsules (Mercury Pharma Group Ltd)	di	y
dic4.	ZAPAIN caps 30mg + 500mg	di	y
dic4.	Zapain capsules 30mg + 500mg	di	y
dic6.	IBUPROFEN + PSEUDOEPHEDRINE HCl tabs 200mg + 30mg	di	n
dic6.	Ibuprofen 200mg / Pseudoephedrine hydrochloride 30mg tablets	di	n
dic7.	NUROFEN COLD & FLU tabs 200mg + 30mg	di	y
dicO.	Tramacet 37.5mg/325mg tablets (Grunenthal Ltd)	di	y
dicO.	TRAMACET FC tab	di	y
dicO.	TRAMACET FC tab 37.5mg + 325mg	di	y
dicO.	Tramacet Tablets 37.5mg + 325mg	di	y
dicv.	Co-codamol 15mg/500mg effervescent tablets sugar free	di	y
dicx.	Tramadol 37.5mg / Paracetamol 325mg effervescent tablets ...	di	y
dicY.	Tramacet 37.5mg/325mg effervescent tablets (Grunenthal Ltd)	di	y
dicz.	TRAMADOL + PARACETAMOL tabs 37.5mg + 325mg	di	y
dicz.	Tramadol 37.5mg / Paracetamol 325mg tablets	di	y
dicz.	Tramadol And Paracetamol Tablets 37.5 mg + 325 mg	di	y
didE.	CALPOL 120mg/5mL sugar free suspension 140mL	di	y
didH.	Panadol OA 1000mg tablets (GlaxoSmithKline Consumer Healt...	di	y
didu.	Paracetamol 500mg/5ml oral solution sugar free	di	y
didu.	Paracetamol 500mg/5ml oral suspension sugar free	di	y
didv.	Paracetamol 1g tablets	di	y
didv.	PARACETAMOL tabs 1000mg	di	y
dj1..	MORPHINE SULPHATE oral soln 10mg/5ml	dj	y
dj1c.	CYCLIMORPH 10 inj 10mg + 50mg/ml	dj	y
dj1d.	CYCLIMORPH 15 inj	dj	y
dj1f.	MST Continus 10mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1f.	MST CONTINUS TAB 10	dj	y
dj1f.	MST CONTINUS TAB 10mg	dj	y
dj1f.	MST CONTINUS tabs 10mg	dj	y
dj1F.	Oramorph 10mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	dj	y
dj1F.	ORAMORPH oral soln 10mg/5ml	dj	y
dj1F.	ORAMORPH unit dose vial 10mg/5ml	dj	y
dj1g.	MST Continus 30mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1g.	MST CONTINUS tabs 30mg	dj	y
dj1h.	MST Continus 60mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1h.	MST CONTINUS tabs 60mg	dj	y
dj1I.	Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free	dj	y
dj1I.	MORPHINE SULPHATE oral soln 30mg/5ml	dj	y
dj1i.	MST Continus 100mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1i.	MST CONTINUS tabs 100mg	dj	y
dj1L.	Morphine sulfate 10mg/5ml oral solution	dj	y
dj1L.	Morphine sulphate 10mg/5ml oral solution	dj	y
dj1L.	MORPHINE SULPHATE oral soln 10mg/5ml	dj	y
dj1l.	Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd)	dj	y
dj1Q.	Morphine 20mg modified-release granules sachets sugar free	dj	y
dj1Q.	MORPHINE SULPHATE mr grans for susp 20mg/sachet	dj	y
dj1r.	Sevredol 10mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1r.	SEVREDOL tabs 10mg	dj	y
dj1s.	Sevredol 20mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1s.	SEVREDOL tabs 20mg	dj	y
dj1v.	ORAMORPH SR 30mg m/r tablets	dj	y
dj1y.	MST Continus 5mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1y.	MST CONTINUS tabs 5mg	dj	y
dj1z.	MST Continus 15mg tablets (Napp Pharmaceuticals Ltd)	dj	y
dj1z.	MST CONTINUS tabs 15mg	dj	y
dj1Z.	Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd)	dj	y
dj1Z.	ORAMORPH oral soln 10mg/5ml	dj	y
dj1Z.	ORAMORPH ORAL SOLN 10MG/5ML	dj	y
dj1Z.	ORAMORPH oral solution 10mg/5ml	dj	y
dj1Z.	Oramorph oral solution 10mg/5ml	dj	y
dj1Z.	ORAMORPH SOL 2mg/ml	dj	y
dj3..	Buprenorphine 15micrograms/hour transdermal patches	dj	y
dj3..	BuTrans 15micrograms/hour transdermal patches (Napp Pharm...	dj	y
dj3..	BuTrans 15micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj31.	Temgesic 200microgram sublingual tablets (Indivior UK Ltd)	dj	y
dj31.	Temgesic 200microgram sublingual tablets (RB Pharmaceutic...	dj	y
dj31.	Temgesic 200microgram sublingual tablets (RB Pharmaceuticals Ltd)	dj	y
dj31.	TEMGESIC SUBLINGUAL tab 0.2 MG	dj	y
dj31.	TEMGESIC sublingual tab 0.2mg	dj	y
dj31.	TEMGESIC TAB 0.2	dj	y
dj31.	TEMGESIC TAB 0.2mg	dj	y
dj34.	Temgesic 400microgram sublingual tablets (Indivior UK Ltd)	dj	y
dj34.	Temgesic 400microgram sublingual tablets (RB Pharmaceutic...	dj	y
dj34.	Temgesic 400microgram sublingual tablets (RB Pharmaceuticals Ltd)	dj	y
dj34.	TEMGESIC sublingual tab 400micrograms	dj	y
dj34.	TEMGESIC sublingual tablet 400micrograms	dj	y
dj34.	TEMGESIC TAB 400mcg	dj	y
dj35.	Buprenorphine 400microgram sublingual tablets sugar free	dj	y
dj35.	BUPRENORPHINE HCl sublingual tab 400micrograms	dj	y
dj39.	Transtec 35micrograms/hour transdermal patches (Napp Phar...	dj	y
dj39.	Transtec 35micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj39.	TRANSTEC patch 35mcg/hour	dj	y
dj3A.	BuTrans 5micrograms/hour transdermal patches (Napp Pharma...	dj	y
dj3A.	BuTrans 5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj3A.	BUTRANS patch 5micrograms/hour	dj	y
dj3A.	Butrans patch 5micrograms/hour	dj	y
dj3a.	Transtec 52.5micrograms/hour transdermal patches (Napp Ph...	dj	y
dj3a.	Transtec 52.5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj3a.	TRANSTEC patch 52.5mcg/hour	dj	y
dj3B.	BuTrans 10micrograms/hour transdermal patches (Napp Pharm...	dj	y
dj3B.	BuTrans 10micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj3B.	BUTRANS patch 10micrograms/hour	dj	y
dj3b.	Transtec 70micrograms/hour transdermal patches (Napp Phar...	dj	y
dj3b.	Transtec 70micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj3C.	BuTrans 20micrograms/hour transdermal patches (Napp Pharm...	dj	y
dj3C.	BuTrans 20micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)	dj	y
dj3C.	BUTRANS patch 20micrograms/hour	dj	y
dj3o.	Buprenorphine 5micrograms/hour transdermal patches	dj	y
dj3o.	BUPRENORPHINE patch 5micrograms/hour	dj	y
dj3o.	BUPRENORPHINE seven day patch 5micrograms/hour	dj	y
dj3o.	Buprenorphine Transdermal Patches 5 micrograms/hour	dj	y
dj3p.	Buprenorphine 10micrograms/hour transdermal patches	dj	y
dj3p.	BUPRENORPHINE patch 10micrograms/hour	dj	y
dj3p.	BUPRENORPHINE seven day patch 10micrograms/hour	dj	y
dj3p.	Reletrans 10micrograms/hour transdermal patches (Sandoz Ltd)	dj	y
dj3q.	Buprenorphine 20micrograms/hour transdermal patches	dj	y
dj3q.	BUPRENORPHINE patch 20micrograms/hour	dj	y
