bnf_code	drug_name	bnf_6	status	ptr_approved
1001010C0BMAAAN	DICLOMAX RETARD CAPSULES 100MG	100101	y	yes_approved
1001010C0BMABAW	Diclomax Sr  M/R capsules  75 mg	100101	y	yes_approved
10010100	Diclomax SR 75mg capsules (Galen Ltd)	100101	y	yes_approved
1001010C0BMABAW	Diclomax Sr CAPS 75MG	100101	y	yes_approved
1001010C0BMABAW	DICLOMAX SR CAPSULES 75MG	100101	y	yes_approved
0407020H0BBAAAB	Diconal  Tablets	40702	y	yes_approved
1003020I0AAAAAA	Diethylamine Salicylate  Cream  10 %	100302	n	
10030250	Diethylamine salicylate 10% cream	100302	n	
1003020I0AAAAAA	DIETHYLAMINE SALICYLATE CREAM 10%	100302	n	
1003020I0AAAAAA	Diethylamine Salicylate CREAM 10%	100302	n	
1003020F0BBAAAA	Difflam  Cream  3 %	100302	n	
1003020F0BBAAAA	DIFFLAM CREAM 3%	100302	n	
1003020F0BBAAAA	Difflam CREAM 3%	100302	n	
1003020F0BBAAAA	DIFFLAM P CREAM 3%	100302	n	
1003020F0BBAAAA	Difflam P CREAM 3%	100302	n	
0407020G0AAAAAA	Dihydrocodeine  Elixir  10mg/5 ml	40702	y	yes_approved
0407020G0AAACAC	Dihydrocodeine  Tablets  30 mg	40702	y	yes_approved
4070200	Dihydrocodeine 120mg modified-release tablets	40702	y	yes_approved
0407020G0AAACAC	DIHYDROCODEINE 30MG TAB	40702	y	yes_approved
4070200	Dihydrocodeine 30mg tablets	40702	y	yes_approved
4070200	Dihydrocodeine 40mg tablets	40702	y	yes_approved
4070200	Dihydrocodeine 60mg modified-release tablets	40702	y	yes_approved
4070200	Dihydrocodeine 90mg modified-release tablets	40702	y	yes_approved
4070200	DIHYDROCODEINE tabs 30mg	40702	y	yes_approved
0407020G0AAAFAF	Dihydrocodeine Tartrate  M/R tablets  120 mg	40702	y	yes_approved
0407020G0AAADAD	Dihydrocodeine Tartrate  M/R tablets  60 mg	40702	y	yes_approved
0407020G0AAADAD	Dihydrocodeine Tartrate  M/R Tablets  60 mg	40702	y	yes_approved
0407020G0AAAEAE	Dihydrocodeine Tartrate  M/R tablets  90 mg	40702	y	yes_approved
0407020G0AAACAC	Dihydrocodeine Tartrate  Tablets  30 mg	40702	y	yes_approved
0407020G0AAAIAI	Dihydrocodeine Tartrate  Tablets  40 mg	40702	y	yes_approved
0407020G0AAAFAF	DIHYDROCODEINE TARTRATE MR TABLETS 120MG	40702	y	yes_approved
0407020G0AAADAD	DIHYDROCODEINE TARTRATE MR TABLETS 60MG	40702	y	yes_approved
0407020G0AAAEAE	DIHYDROCODEINE TARTRATE MR TABLETS 90MG	40702	y	yes_approved
0407020G0AAAFAF	Dihydrocodeine Tartrate Mr TABS 120MG	40702	y	yes_approved
0407020G0AAADAD	Dihydrocodeine Tartrate Mr TABS 60MG	40702	y	yes_approved
0407020G0AAAEAE	Dihydrocodeine Tartrate Mr TABS 90MG	40702	y	yes_approved
0407020G0AAACAC	DIHYDROCODEINE TARTRATE TABLETS 30MG	40702	y	yes_approved
0407020G0AAACAC	Dihydrocodeine Tartrate TABLETS 30MG	40702	y	yes_approved
0407020G0AAAIAI	DIHYDROCODEINE TARTRATE TABLETS 40MG	40702	y	yes_approved
0407020G0AAAIAI	Dihydrocodeine Tartrate TABLETS 40MG	40702	y	yes_approved
0407020G0AAACAC	Dihydrocodeine Tartrate TABS 30MG	40702	y	yes_approved
0407020G0AAAIAI	Dihydrocodeine Tartrate TABS 40MG	40702	y	yes_approved
0407020G0AAACAC	Dihydrocodeine-P42 30mg tablet	40702	y	yes_approved
0407042F0BBAAAA	Dixarit  Tablets  25 micrograms	40704	n	
4070402	Dixarit 25microgram tablets (Boehringer Ingelheim Ltd)	40704	n	
0407042F0BBAAAA	DIXARIT TABLETS 25MICROGRAMS	40704	n	
0407042F0BBAAAA	Dixarit TABS 25MICROGRAMS	40704	n	
0407042F0BBAAAA	DIXARIT-P42 0.025mg tabs	40704	n	
0407041A0BHAAAI	DOMPERAMOL TABLETS	40704	n	
0407041A0BHAAAI	Domperamol TABS	40704	n	
40301	Dosulepin  Capsules  25 mg	40301	n	
40301	Dosulepin  Tablets  75 mg	40301	n	
4030100	Dosulepin 25mg capsules	40301	n	
4030100	Dosulepin 75mg tablets	40301	n	
4030100	DOSULEPIN caps 25mg	40301	n	
40301	Dosulepin Hydrochloride CAPS 25MG	40301	n	
40301	DOSULEPIN HYDROCHLORIDE CAPSULES 25MG	40301	n	
40301	DOSULEPIN HYDROCHLORIDE TABLETS 75MG	40301	n	
40301	Dosulepin Hydrochloride TABLETS 75MG	40301	n	
40301	Dosulepin Hydrochloride TABS 75MG	40301	n	
4030100	DOSULEPIN tabs 75mg	40301	n	
40301	Dothiepin hcl-P42 25mg capsule	40301	n	
40301	DOTHIEPIN HCL-P42 25MG CAPSULE	40301	n	
40301	DOTHIEPIN HCL-P42 75MG TABLET	40301	n	
0403010J0AAAAAA	Dothiepin Hydrochloride  Capsules  25 mg	40301	n	
0403010J0AAAIAI	Dothiepin Hydrochloride  Tablets  75 mg	40301	n	
40301	DOTHIEPIN-P42 75mg tabs	40301	n	
0403010L0AAABAB	Doxepin  Capsules  25 mg	40301	n	
0403010L0AAACAC	Doxepin  Capsules  50 mg	40301	n	
4030100	Doxepin 25mg capsules	40301	n	
4030100	Doxepin 50mg capsules	40301	n	
0403010L0AAABAB	Doxepin CAPS 25MG	40301	n	
0403010L0AAAAAA	DOXEPIN CAPSULES 10MG	40301	n	
0403010L0AAABAB	DOXEPIN CAPSULES 25MG	40301	n	
0403010L0AAACAC	DOXEPIN CAPSULES 50MG	40301	n	
0403010L0AAABAB	DOXEPIN-P42 25MG CAP	40301	n	
40304	Duloxetine  Gastro-resistant Capsules  30 mg	40304	y	
40304	Duloxetine  Gastro-Resistant Capsules  30 mg	40304	y	
40304	Duloxetine  Gastro-resistant Capsules  60 mg	40304	y	
40304	Duloxetine  Gastro-Resistant Capsules  60 mg	40304	y	
4030400	Duloxetine 30mg gastro-resistant capsules	40304	y	
4030400	Duloxetine 60mg gastro-resistant capsules	40304	y	
40304	Duloxetine CAPS 30mg	40304	y	
40304	Duloxetine CAPS 60mg	40304	y	
40304	DULOXETINE CAPSULES 60MG	40304	y	
40304	Duloxetine Gastro Resistant CAPS 30MG	40304	y	
40304	Duloxetine Gastro Resistant CAPS 60MG	40304	y	
40304	DULOXETINE GASTRO RESISTANT CAPSULES 30MG	40304	y	
40304	DULOXETINE GASTRO RESISTANT CAPSULES 60MG	40304	y	
0407020A0BBAAAE	Durogesic 25 25 Micrograms/Hour PATCH	40702	y	yes_approved
40702	Durogesic Dtrans  Transdermal patches  100 micrograms/hour	40702	y	yes_approved
40702	Durogesic Dtrans  Transdermal patches  12 micrograms/hour	40702	y	yes_approved
40702	Durogesic Dtrans  Transdermal patches  50 micrograms/hour	40702	y	yes_approved
4070200	Durogesic DTrans 12micrograms transdermal patches (Jansse...	40702	y	yes_approved
4070200	Durogesic DTrans 25micrograms transdermal patches (Jansse...	40702	y	yes_approved
4070200	Durogesic DTrans 50micrograms transdermal patches (Jansse...	40702	y	yes_approved
4070200	Durogesic DTrans 75micrograms transdermal patches (Jansse...	40702	y	yes_approved
40702	DUROGESIC DTRANS TRANSDERMAL 100 MICROGRAMS/HOUR PATCH	40702	y	yes_approved
40702	Durogesic Dtrans Transdermal 25 Micrograms/Hour PATCH	40702	y	yes_approved
40702	Durogesic Dtrans Transdermal 50 Micrograms/Hour PATCH	40702	y	yes_approved
4070100	Dypracet 30mg/500mg tablets (Auden McKenzie (Pharma Divis...	40701	y	yes_approved
4030400	Efexor XL 150mg capsules (Pfizer Ltd)	40304	y	
4030400	Efexor XL 225mg capsules (Pfizer Ltd)	40304	y	
4030400	Efexor XL 75mg capsules (Pfizer Ltd)	40304	y	
4070200	Effentora 100microgram buccal tablets (Teva UK Ltd)	40702	y	yes_approved
4070401	Eletriptan 20mg tablets	40704	n	
4070401	Eletriptan 40mg tablets	40704	n	
4070401	Eletriptan Hydrobromide  Tablets  20 mg	40704	n	
4070401	Eletriptan Hydrobromide  Tablets  40 mg	40704	n	
4070401	ELETRIPTAN TABLETS 40MG	40704	n	
4070401	Eletriptan TABS 20MG	40704	n	
4070401	Eletriptan TABS 40MG	40704	n	
100101050BBAAAA	Emflex  Capsules  60 mg	100101	y	yes_approved
1502010J0BEABBZ	Emla  Cream	150201	n	
1502010J0BEABBZ	Emla  Cream  5 %	150201	n	
1502010J0BEABBZ	EMLA DRUG TARIFF CREAM	150201	n	
1502010J0BEABBZ	Emla Drug Tariff CREAM	150201	n	
0408010Q0BBAEAA	Epanutin  Capsules  100 mg	40801	n	
0408010Q0BBACAD	Epanutin  Capsules  25 mg	40801	n	
0408010Q0BBAFAQ	Epanutin  Capsules  300 mg	40801	n	
0408010Q0BBADAP	Epanutin  Capsules  50 mg	40801	n	
0408010Q0BBAEAA	Epanutin CAPS 100MG	40801	n	
0408010Q0BBACAD	Epanutin CAPS 25MG	40801	n	
0408010Q0BBAFAQ	Epanutin CAPS 300MG	40801	n	
0408010Q0BBADAP	Epanutin CAPS 50MG	40801	n	
0408010Q0BBAEAA	EPANUTIN CAPSULES 100MG	40801	n	
0408010Q0BBACAD	EPANUTIN CAPSULES 25MG	40801	n	
0408010Q0BBADAP	EPANUTIN CAPSULES 50MG	40801	n	
0408010Q0BBAEAA	Epanutin-P42 100mg capsule	40801	n	
0408010Q0BBAEAA	EPANUTIN-P42 100MG CAPSULE	40801	n	
0408010Q0BBACAD	Epanutin-P42 25mg capsule	40801	n	
0408010Q0BBADAP	Epanutin-P42 50mg capsule	40801	n	
0408010W0BBAAAB	Epilim  Crushable tablets  100 mg	40801	n	
0408010W0BBABAC	Epilim  E/c tablets  200 mg	40801	n	
0408010W0BBACAD	Epilim  E/c tablets  500 mg	40801	n	
4080100	Epilim 100mg crushable tablets (Sanofi)	40801	n	
4080100	Epilim 200 gastro-resistant tablets (Sanofi)	40801	n	
4080100	Epilim 500 gastro-resistant tablets (Sanofi)	40801	n	
0408010W0BBACAD	EPILIM 500MG TAB	40801	n	
0408010W0BBAJAZ	Epilim Chrono  M/R tablets  200 mg	40801	n	
0408010W0BBAKA1	Epilim Chrono  M/R tablets  300 mg	40801	n	
0408010W0BBALA2	Epilim Chrono  M/R tablets  500 mg	40801	n	
4080100	Epilim Chrono 200 tablets (Sanofi)	40801	n	
4080100	Epilim Chrono 300 tablets (Sanofi)	40801	n	
4080100	Epilim Chrono 500 tablets (Sanofi)	40801	n	
0408010W0BBAJAZ	EPILIM CHRONO TABLETS 200MG	40801	n	
0408010W0BBAKA1	EPILIM CHRONO TABLETS 300MG	40801	n	
0408010W0BBALA2	EPILIM CHRONO TABLETS 500MG	40801	n	
0408010W0BBALA2	Epilim Chrono TABLETS 500MG	40801	n	
0408010W0BBAJAZ	Epilim Chrono TABS 200MG	40801	n	
0408010W0BBAKA1	Epilim Chrono TABS 300MG	40801	n	
0408010W0BBALA2	Epilim Chrono TABS 500MG	40801	n	
0408010W0BBAAAB	Epilim Crushable TABS 100MG	40801	n	
0408010W0BBABAC	EPILIM EC TABLETS 200MG	40801	n	
0408010W0BBACAD	EPILIM EC TABLETS 500MG	40801	n	
0408010W0BBABAC	Epilim Ec TABS 200MG	40801	n	
0408010W0BBACAD	Epilim Ec TABS 500MG	40801	n	
0408010W0BBADAA	EPILIM SF LIQ 200MG/5ML	40801	n	
0407041F0AAAAAA	Ergotamine Tartrate  Aerosol inhalation  360 micrograms/puff	40704	n	
4080100	Ethosuximide 250mg capsules	40801	n	
1001010E0AAACAC	Etodolac  Capsules  300 mg	100101	y	yes_approved
1001010E0AAADAD	Etodolac  M/R tablets  600 mg	100101	y	yes_approved
1001010E0AAADAD	Etodolac  M/R Tablets  600 mg	100101	y	yes_approved
10010100	Etodolac 300mg capsules	100101	y	yes_approved
10010100	Etodolac 600mg modified-release tablets	100101	y	yes_approved
1001010E0AAACAC	Etodolac CAPS 300MG	100101	y	yes_approved
1001010E0AAAAAA	ETODOLAC CAPSULES 200MG	100101	y	yes_approved
1001010E0AAACAC	ETODOLAC CAPSULES 300MG	100101	y	yes_approved
1001010E0AAADAD	ETODOLAC MR 600MG TAB	100101	y	yes_approved
1001010E0AAADAD	ETODOLAC MR 600MG TABS	100101	y	yes_approved
1001010E0AAADAD	ETODOLAC MR TABLETS 600MG	100101	y	yes_approved
1001010E0AAADAD	Etodolac Mr TABLETS 600MG	100101	y	yes_approved
1001010E0AAADAD	Etodolac Mr TABS 600MG	100101	y	yes_approved
1001010E0AAADAD	ETODOLAC SR 600MG TAB	100101	y	yes_approved
1001010E0AAADAD	etodolac sr 600mg tabs	100101	y	yes_approved
100101	Etopan Xl  M/R tablets  600 mg	100101	y	yes_approved
100101	ETOPAN XL TABLETS 600MG	100101	y	yes_approved
100101	Etoricoxib  Tablets  120 mg	100101	y	yes_approved
100101	Etoricoxib  Tablets  30 mg	100101	y	yes_approved
100101	Etoricoxib  Tablets  60 mg	100101	y	yes_approved
100101	Etoricoxib  Tablets  90 mg	100101	y	yes_approved
10010100	Etoricoxib 120mg tablets	100101	y	yes_approved
10010100	Etoricoxib 30mg tablets	100101	y	yes_approved
100101	ETORICOXIB 60MG TAB	100101	y	yes_approved
10010100	Etoricoxib 60mg tablets	100101	y	yes_approved
100101	ETORICOXIB 90MG TAB	100101	y	yes_approved
10010100	Etoricoxib 90mg tablets	100101	y	yes_approved
100101	ETORICOXIB TABLETS 120MG	100101	y	yes_approved
100101	Etoricoxib TABLETS 120MG	100101	y	yes_approved
100101	ETORICOXIB TABLETS 30MG	100101	y	yes_approved
100101	ETORICOXIB TABLETS 60MG	100101	y	yes_approved
100101	Etoricoxib TABLETS 60MG	100101	y	yes_approved
100101	ETORICOXIB TABLETS 90MG	100101	y	yes_approved
100101	Etoricoxib TABLETS 90MG	100101	y	yes_approved
100101	Etoricoxib TABS 120MG	100101	y	yes_approved
100101	Etoricoxib TABS 30MG	100101	y	yes_approved
100101	Etoricoxib TABS 60MG	100101	y	yes_approved
100101	Etoricoxib TABS 90MG	100101	y	yes_approved
100101	etoricoxib TABS 90mg	100101	y	yes_approved
1003020M0AAABAB	Felbinac  Foam  3.17 %	100302	n	
1003020M0AAAAAA	Felbinac  Gel  3 %	100302	n	
10030250	Felbinac 3% gel	100302	n	
1003020M0AAABAB	FELBINAC FOAM	100302	n	
1003020M0AAABAB	Felbinac FOAM	100302	n	
1003020M0AAAAAA	FELBINAC GEL 3%	100302	n	
1003020M0AAAAAA	Felbinac GEL 3%	100302	n	
10030250	FELBINAC gel 3%	100302	n	
1003020M0AAAAAA	FELBINAC PAIN RELIEF GEL 3%	100302	n	
1001010R0BBABAB	Feldene  Capsules  20 mg	100101	y	yes_approved
1003020R0BBAAAA	Feldene  Gel  0.5 %	100302	n	
1003020R0BBABAA	Feldene  Sports gel  0.5 %	100302	n	
10010100	Feldene 0.5% gel (Pfizer Ltd)	100101	n	
10010100	Feldene 10mg capsules (Pfizer Ltd)	100101	y	yes_approved
10010100	Feldene 20 capsules (Pfizer Ltd)	100101	y	yes_approved
1001010R0BBABAB	Feldene CAPS 20MG	100101	y	yes_approved
1001010R0BBAAAA	FELDENE CAPSULES 10MG	100101	y	yes_approved
1003020R0BBAAAA	Feldene GEL 0.5%	100302	n	
1003020R0BBAAAA	FELDENE GEL 0.5%	100302	n	
1001010R0BBAGAG	FELDENE MELT TABLETS 20MG	100101	y	yes_approved
1003020R0BBABAA	Feldene Sports GEL 0.5%	100302	n	
1003020R0BBABAA	FELDENE SPORTS GEL 0.5%	100302	n	
1001010R0BBAAAA	FELDENE-P42 10MG CAPSULE	100101	y	yes_approved
1001010R0BBAAAA	Feldene-P42 10mg capsule	100101	y	yes_approved
100302	Fenbid  Gel  10 %	100302	n	
1003020P0BGAAAC	Fenbid  Gel  5 %	100302	n	
10030250	Fenbid 5% gel (AMCo)	100302	n	
10030250	Fenbid 5% gel (Mercury Pharma Group Ltd)	100302	n	
10030250	Fenbid Forte 10% gel (AMCo)	100302	n	
1003020P0BGAAAC	FENBID GEL 5%	100302	n	
1003020P0BGAAAC	Fenbid GEL 5%	100302	n	
1001010F0AAABAB	Fenbufen  Tablets  300 mg	100101	y	yes_approved
1001010F0AAABAB	Fenbufen TABS 300MG	100101	y	yes_approved
1001010F0AAACAC	Fenbufen TABS 450MG	100101	y	yes_approved
1001010F0AAACAC	Fenbufen-P42 450mg tab	100101	y	yes_approved
1001010G0AAABAB	FENOPROFEN TABLETS 300MG	100101	y	yes_approved
4070200	Fentalis Reservoir 25micrograms/hour transdermal patches ...	40702	y	yes_approved
0407020A0AAAHAH	Fentanyl  Transdermal patches  100 micrograms/hour	40702	y	yes_approved
40702	Fentanyl  Transdermal patches  12 micrograms/hour	40702	y	yes_approved
0407020A0AAAEAE	Fentanyl  Transdermal patches  25 micrograms/hour	40702	y	yes_approved
0407020A0AAAFAF	Fentanyl  Transdermal patches  50 micrograms/hour	40702	y	yes_approved
0407020A0AAAGAG	Fentanyl  Transdermal patches  75 micrograms/hour	40702	y	yes_approved
0407020A0AAAHAH	Fentanyl 100 Micrograms/Hour PATCH	40702	y	yes_approved
0407020A0AAAHAH	FENTANYL 100 MICROGRAMS/HOUR PATCH	40702	y	yes_approved
4070200	Fentanyl 100microgram sublingual tablets sugar free	40702	y	yes_approved
4070200	Fentanyl 100micrograms/hour transdermal patches	40702	y	yes_approved
40702	Fentanyl 12 Micrograms/Hour PATCH	40702	y	yes_approved
40702	FENTANYL 12 MICROGRAMS/HOUR PATCH	40702	y	yes_approved
4070200	Fentanyl 12micrograms/hour transdermal patches	40702	y	yes_approved
0407020A0AAAEAE	Fentanyl 25 Micrograms/Hour PATCH	40702	y	yes_approved
0407020A0AAAEAE	FENTANYL 25 MICROGRAMS/HOUR PATCH	40702	y	yes_approved
4070200	Fentanyl 25micrograms/hour transdermal patches	40702	y	yes_approved
4070200	Fentanyl 37.5microgram/hour transdermal patches	40702	y	yes_approved
0407020A0AAAFAF	FENTANYL 50 MICROGRAMS/HOUR PATCH	40702	y	yes_approved
0407020A0AAAFAF	Fentanyl 50 Micrograms/Hour PATCH	40702	y	yes_approved
4070200	Fentanyl 50micrograms/hour transdermal patches	40702	y	yes_approved
0407020A0AAAGAG	Fentanyl 75 Micrograms/Hour PATCH	40702	y	yes_approved
0407020A0AAAGAG	FENTANYL 75 MICROGRAMS/HOUR PATCH	40702	y	yes_approved
4070200	Fentanyl 75micrograms/hour transdermal patches	40702	y	yes_approved
1001010K0BNABAK	Flexin 50 Continus TABS 50MG	100101	y	yes_approved
1001010K0BNAAAJ	FLEXIN 75 CONTINUS TABLETS 75MG	100101	y	yes_approved
1001010K0BNAAAJ	Flexin 75 Continus TABS 75MG	100101	y	yes_approved
1001010K0BNAAAJ	Flexin Continus  M/R Tablets  75 mg	100101	y	yes_approved
1001010K0BNACAL	Flexin-25 Continus  M/R Tablets  25 mg	100101	y	yes_approved
4030400	Fluanxol 500microgram tablets (Lundbeck Ltd)	40304	n	
0403040F0BBABAB	FLUANXOL TABLETS 1MG	40304	n	
0403040F0BBABAB	Fluanxol TABS 1MG	40304	n	
0403040F0BCAAAE	Fluanxol TABS 500MICROGRAMS	40304	n	
40304	Flupentixol  Tablets  1 mg	40304	n	
40304	Flupentixol  Tablets  500 micrograms	40304	n	
4030400	Flupentixol 1mg tablets	40304	n	
4030400	Flupentixol 500microgram tablets	40304	n	
40304	FLUPENTIXOL TABLETS 1MG	40304	n	
40304	FLUPENTIXOL TABLETS 500MICROGRAMS	40304	n	
40304	Flupentixol TABS 1MG	40304	n	
40304	Flupentixol TABS 500MICROGRAMS	40304	n	
1001010I0AAACAC	Flurbiprofen  Tablets  100 mg	100101	y	yes_approved
1001010I0AAABAB	Flurbiprofen  Tablets  50 mg	100101	y	yes_approved
10010100	Flurbiprofen 100mg tablets	100101	y	yes_approved
10010100	Flurbiprofen 50mg tablets	100101	y	yes_approved
1001010I0AAACAC	FLURBIPROFEN TABLETS 100MG	100101	y	yes_approved
1001010I0AAABAB	FLURBIPROFEN TABLETS 50MG	100101	y	yes_approved
1001010I0AAACAC	Flurbiprofen TABS 100MG	100101	y	yes_approved
1001010I0AAABAB	Flurbiprofen TABS 50MG	100101	y	yes_approved
1001010I0BBADAD	Froben Sr CAPS 200MG	100101	y	yes_approved
1001010I0BBADAD	FROBEN SR CAPSULES 200MG	100101	y	yes_approved
1001010I0BBABAC	Froben TABS 100MG	100101	y	yes_approved
1001010I0BBAAAB	Froben TABS 50MG	100101	y	yes_approved
4070401	Frovatriptan  Tablets  2.5 mg	40704	n	
4070401	Frovatriptan 2.5mg tablets	40704	n	
4070401	FROVATRIPTAN TABLETS 2.5MG	40704	n	
4070401	Frovatriptan TABS 2.5MG	40704	n	
0408010G0AAAAAA	Gabapentin  Capsules  100 mg	40801	y	
0408010G0AAABAB	Gabapentin  Capsules  300 mg	40801	y	
0408010G0AAACAC	Gabapentin  Capsules  400 mg	40801	y	
40801	Gabapentin  Oral solution  250 mg/5 ml	40801	y	
40801	Gabapentin  Oral Solution  Sugar Free  250 mg/5 ml (50 mg/ml)	40801	y	
40801	Gabapentin  Tablets  600 mg	40801	y	
40801	Gabapentin  Tablets  800 mg	40801	y	
4080100	Gabapentin 100mg capsules	40801	y	
4070300	Gabapentin 100mg capsules	40703	y	
4080100	Gabapentin 300mg capsules	40801	y	
4070300	Gabapentin 300mg capsules	40703	y	
0408010G0AAABAB	Gabapentin 300mg capsules	40801	y	
4080100	Gabapentin 400mg capsules	40801	y	
4080100	Gabapentin 50mg/ml oral solution sugar free	40801	y	
4080100	Gabapentin 600mg tablets	40801	y	
0408010G0AAAAAA	Gabapentin CAPS 100MG	40801	y	
4080100	GABAPENTIN caps 100mg	40801	y	
0408010G0AAABAB	Gabapentin CAPS 300MG	40801	y	
4080100	GABAPENTIN caps 300mg	40801	y	
0408010G0AAACAC	Gabapentin CAPS 400MG	40801	y	
0408010G0AAABAB	GABAPENTIN CAPSULES  300MGS	40801	y	
0408010G0AAAAAA	GABAPENTIN CAPSULES 100MG	40801	y	
0408010G0AAAAAA	Gabapentin CAPSULES 100MG	40801	y	
0408010G0AAABAB	GABAPENTIN CAPSULES 300MG	40801	y	
0408010G0AAABAB	Gabapentin CAPSULES 300MG	40801	y	
0408010G0AAACAC	GABAPENTIN CAPSULES 400MG	40801	y	
40801	GABAPENTIN TABLETS 600MG	40801	y	
40801	Gabapentin TABLETS 600MG	40801	y	
40801	GABAPENTIN TABLETS 800MG	40801	y	
40801	Gabapentin TABS 600MG	40801	y	
40801	Gabapentin Titration Pack	40801	y	
40801	GABAPENTIN TITRATION PACK	40801	y	
0403010R0BBAAAA	GAMANIL TABLETS 70MG	40301	n	
0403010R0BBAAAA	Gamanil TABS 70MG	40301	n	
4070200	Hydromorphone 1.3mg capsules	40702	y	yes_approved
4070200	Hydromorphone 4mg modified-release capsules	40702	y	yes_approved
1003020P0BDAAAC	Ibugel  Gel  5 %	100302	n	
10030250	Ibugel 5% gel (Dermal Laboratories Ltd)	100302	n	
100302	Ibugel Forte  Gel  10 %	100302	n	
10030250	Ibugel Forte 10% gel (Dermal Laboratories Ltd)	100302	n	
100302	IBUGEL FORTE GEL 10%	100302	n	
1003020P0BDAAAC	IBUGEL GEL 5%	100302	n	
1003020P0BDAAAC	Ibugel GEL 5%	100302	n	
100302	Ibuleve  Gel  5 %	100302	n	
100302	Ibuleve 35ml SPRAY 5%	100302	n	
10030250	Ibuleve 5% gel (Dendron Ltd)	100302	n	
100302	Ibuleve GEL 5%	100302	n	
100302	IBULEVE GEL 5%	100302	n	
100302	Ibuleve Maximum Strength  Gel  10 %	100302	n	
10030250	Ibuleve Maximum Strength 10% gel (Dendron Ltd)	100302	n	
100101	Ibuprofen  Capsules  200 mg	100101	y	yes_approved
100101	Ibuprofen  Capsules  400 mg	100101	y	yes_approved
1003020P0AAAAAA	Ibuprofen  Cream  5 %	100302	n	
100101	Ibuprofen  Dissolving Tablets  200 mg	100101	y	yes_approved
1001010J0AAAGAG	Ibuprofen  Fc tablets  800 mg	100101	y	yes_approved
100302	Ibuprofen  Gel  10 %	100302	n	
1003020P0AAACAC	Ibuprofen  Gel  5 %	100302	n	
1001010J0AAANAN	Ibuprofen  Granules  600 mg/sachet	100101	y	yes_approved
100101	Ibuprofen  M/R capsules  300 mg	100101	y	yes_approved
1001010J0AAAPAP	Ibuprofen  M/R tablets  800 mg	100101	y	yes_approved
1001010J0AAAPAP	Ibuprofen  M/R Tablets  800 mg	100101	y	yes_approved
1003020P0AAAEAE	Ibuprofen  Pump spray  5 %	100302	n	
100101	Ibuprofen  Sugar-free suspension  100 mg/5 ml	100101	y	yes_approved
100101	Ibuprofen  Suspension  100 mg/5 ml	100101	y	yes_approved
1001010J0AAACAC	Ibuprofen  Syrup  100 mg/5 ml	100101	y	yes_approved
1001010J0AAADAD	Ibuprofen  Tablets  200 mg	100101	y	yes_approved
1001010J0AAAEAE	Ibuprofen  Tablets  400 mg	100101	y	yes_approved
1001010J0AAAFAF	Ibuprofen  Tablets  600 mg	100101	y	yes_approved
10030250	Ibuprofen 10% gel	100302	n	
10010100	Ibuprofen 100mg/5ml oral suspension	100101	y	yes_approved
10010100	Ibuprofen 100mg/5ml oral suspension sugar free	100101	y	yes_approved
10010100	Ibuprofen 200mg capsules	100101	y	yes_approved
10010100	Ibuprofen 200mg orodispersible tablets sugar free	100101	y	yes_approved
10010100	Ibuprofen 200mg tablets	100101	y	yes_approved
10010100	Ibuprofen 400mg caplets (Bristol Laboratories Ltd)	100101	y	yes_approved
10010100	Ibuprofen 400mg capsules	100101	y	yes_approved
1001010J0AAAEAE	IBUPROFEN 400MG TAB	100101	y	yes_approved
10010100	Ibuprofen 400mg tablets	100101	y	yes_approved
1001010J0AAAEAE	IBUPROFEN 400MG TABLETS	100101	y	yes_approved
1001010J0AAAEAE	IBUPROFEN 400MG TABS	100101	y	yes_approved
10030250	Ibuprofen 5% / Levomenthol 3% gel	100302	n	
10030250	Ibuprofen 5% foam	100302	n	
10030250	Ibuprofen 5% gel	100302	n	
1003020P0AAACAC	Ibuprofen 5% gel	100302	n	
1003020P0AAACAC	IBUPROFEN 5% GEL-P42 0	100302	n	
10030250	Ibuprofen 5% spray	100302	y	
10010100	Ibuprofen 600mg tablets	100101	y	yes_approved
1001010J0AAAFAF	IBUPROFEN 600MG TABS	100101	y	yes_approved
10010100	Ibuprofen 800mg modified-release tablets	100101	y	yes_approved
100302	Ibuprofen And Levomenthol  Gel  5 % + 3 %	100302	n	
1003020P0AAAAAA	IBUPROFEN CREAM 5%	100302	n	
1003020P0AAAAAA	Ibuprofen CREAM 5%	100302	n	
1001010J0AAAEAE	IBUPROFEN E.C. 400MG	100101	y	yes_approved
1003020P0AAACAC	IBUPROFEN GEL - SPECIFY CONCTN. 5/99-P42 0	100302	n	
100302	Ibuprofen GEL 10%	100302	n	
100302	IBUPROFEN GEL 10%	100302	n	
10030250	IBUPROFEN gel 10%	100302	n	
1003020P0AAACAC	IBUPROFEN GEL 5%	100302	n	
1003020P0AAACAC	Ibuprofen GEL 5%	100302	n	
10030250	IBUPROFEN gel 5%	100302	n	
1003020P0AAACAC	IBUPROFEN gel GEL 5%-P42 0	100302	n	
1001010J0AAAPAP	IBUPROFEN MODIFIED RELEASE TABLETS 800MG	100101	y	yes_approved
100302	Ibuprofen Mousse 125g  5%	100302	y	
100101	IBUPROFEN MR CAPSULES 300MG	100101	y	yes_approved
1001010J0AAAPAP	IBUPROFEN MR TABLETS 800MG	100101	y	yes_approved
1001010J0AAAPAP	Ibuprofen Mr TABS 800MG	100101	y	yes_approved
