drug_name	status	ptr_approved
Lidocaine 200mg/20ml (1%) solution for injection vials (Hameln Pharmaceuticals Ltd)	n	
Lidocaine 20mg/2ml (1%) solution for injection ampoules (AMCo)	n	
Lidocaine 4% cream	n	
Lidocaine 4% solution	n	
Lidocaine 400mg/20ml (2%) / Adrenaline (base) 100micrograms/20ml (1 in 200,000) solution for injection vials	n	
Lidocaine 400mg/20ml (2%) solution for injection ampoules (AMCo)	n	
Lidocaine 400mg/20ml (2%) solution for injection vials	n	
Lidocaine 400mg/20ml (2%) solution for injection vials (Hameln Pharmaceuticals Ltd)	n	
Lidocaine 40mg/2ml (2%) solution for injection ampoules (AMCo)	n	
Lidocaine 44mg/2.2ml (2%) / Adrenaline (base) 27.5micrograms/2.2ml (1 in 80,000) solution for injection cartridges	n	
Lidocaine 5% medicated plasters	n	
Lidocaine 50mg/5ml (1%) solution for injection Sure-Amp ampoules (AMCo)	n	
Lidocaine 50mg/5ml (1%) solution for injection ampoules (AMCo)	n	
Lidocaine 70mg / Tetracaine 70mg medicated plasters	n	
Lidoderm 5% patches (Teikoku Seiyaku)	n	
Lignospan Special 2% injection 2.2ml cartridges (Kent Pharmaceuticals Ltd)	n	
Lignostab-A 2% 1 in 80,000 injection 2.2ml cartridges (Dentsply Ltd)	n	
Lodine SR 600mg tablets (Almirall Ltd)	y	yes_approved
Lofensaid 50mg gastro-resistant tablets (Opus Pharmaceuticals Ltd)	y	yes_approved
Lofensaid Retard 75 tablets (Opus Pharmaceuticals Ltd)	y	yes_approved
Lofepramine 70mg tablets	n	
Lofepramine 70mg tablets (Actavis UK Ltd)	n	
Lofepramine 70mg tablets (Almus Pharmaceuticals Ltd)	n	
Lofepramine 70mg tablets (Mylan Ltd)	n	
Lofepramine 70mg tablets (Teva UK Ltd)	n	
Lofepramine 70mg/5ml oral suspension sugar free	n	
Lofexidine 200microgram tablets	n	
Longtec 10mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 120mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 15mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 20mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 30mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 40mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 5mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 60mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Longtec 80mg modified-release tablets (Qdem Pharmaceuticals Ltd)	y	yes_approved
Lorazepam 1mg tablets (Arrow Generics Ltd)	n	
Lorazepam 1mg tablets (Teva UK Ltd)	n	
Lorazepam 500micrograms/5ml oral suspension	n	
Ludiomil 25mg tablets (Novartis Pharmaceuticals UK Ltd)	n	
Ludiomil 50mg tablets (Novartis Pharmaceuticals UK Ltd)	n	
Ludiomil 75mg tablets (Novartis Pharmaceuticals UK Ltd)	n	
Lumiracoxib 100mg tablets	y	yes_approved
Lumiracoxib 400mg tablets	y	yes_approved
Lynlor 10mg capsules (Actavis UK Ltd)	y	yes_approved
Lynlor 20mg capsules (Actavis UK Ltd)	y	yes_approved
Lyrica 100mg capsules (Pfizer Ltd)	y	
Lyrica 150mg capsules (Pfizer Ltd)	y	
Lyrica 200mg capsules (Pfizer Ltd)	y	
Lyrica 20mg/ml oral solution (Pfizer Ltd)	y	
Lyrica 225mg capsules (Pfizer Ltd)	y	
Lyrica 25mg capsules (Pfizer Ltd)	y	
Lyrica 300mg capsules (Pfizer Ltd)	y	
Lyrica 50mg capsules (Pfizer Ltd)	y	
Lyrica 75mg capsules (Pfizer Ltd)	y	
MEDIHALER ERGOTAMINE aerosol inhaler 360micrograms/inhalation [3M]	n	
MEPTID tablets 200mg [SHIRE]	y	yes_approved
MIDRID (RPR) capsules [RHONE]	n	
MIGRALEVE - 1 tablets [PFIZER]	n	
MIGRALEVE - 2 tablets 8mg+500mg [PFIZER]	n	
MOBIFLEX tablets 20mg [ROCHE]	y	yes_approved
MOTRIN tablets 200mg [PHARMACIA]	y	yes_approved
MST Continus 100mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus 10mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus 15mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus 200mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus 30mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus 5mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus 60mg tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus Suspension 100mg granules sachets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus Suspension 200mg granules sachets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus Suspension 20mg granules sachets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus Suspension 30mg granules sachets (Napp Pharmaceuticals Ltd)	y	yes_approved
MST Continus Suspension 60mg granules sachets (Napp Pharmaceuticals Ltd)	y	yes_approved
MXL 120mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
MXL 150mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
MXL 30mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
MXL 60mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
MXL 90mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
Mabron 100mg modified-release tablets (Morningside Healthcare Ltd)	y	yes_approved
Mabron 200mg modified-release tablets (Morningside Healthcare Ltd)	y	yes_approved
Mandanol 500mg caplets (M & A Pharmachem Ltd)	y	yes_approved
Mandanol 500mg tablets (M & A Pharmachem Ltd)	y	yes_approved
Maprotiline 10mg tablets	n	
Maprotiline 25mg tablets	n	
Maprotiline 50mg tablets	n	
Maprotiline 75mg tablets	n	
Marol 100mg modified-release tablets (Morningside Healthcare Ltd)	y	yes_approved
Marol 100mg modified-release tablets (Teva UK Ltd)	y	yes_approved
Marol 150mg modified-release tablets (Morningside Healthcare Ltd)	y	yes_approved
Marol 150mg modified-release tablets (Teva UK Ltd)	y	yes_approved
Marol 200mg modified-release tablets (Morningside Healthcare Ltd)	y	yes_approved
Marol 200mg modified-release tablets (Teva UK Ltd)	y	yes_approved
Matrifen 100micrograms/hour transdermal patches (Teva UK Ltd)	y	yes_approved
Matrifen 12micrograms/hour transdermal patches (Teva UK Ltd)	y	yes_approved
Matrifen 25micrograms/hour transdermal patches (Teva UK Ltd)	y	yes_approved
Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd)	y	yes_approved
Matrifen 75micrograms/hour transdermal patches (Teva UK Ltd)	y	yes_approved
Maxalt 10mg tablets (Merck Sharp & Dohme Ltd)	n	
Maxalt 5mg tablets (Merck Sharp & Dohme Ltd)	n	
Maxalt Melt 10mg oral lyophilisates (Merck Sharp & Dohme Ltd)	n	
Maxitram SR 100mg capsules (Chiesi Ltd)	y	yes_approved
Maxitram SR 150mg capsules (Chiesi Ltd)	y	yes_approved
Maxitram SR 200mg capsules (Chiesi Ltd)	y	yes_approved
Maxitram SR 50mg capsules (Chiesi Ltd)	y	yes_approved
Mefenamic acid 250mg capsules	y	yes_approved
Mefenamic acid 250mg capsules (A A H Pharmaceuticals Ltd)	y	yes_approved
Mefenamic acid 250mg capsules (Arrow Generics Ltd)	y	yes_approved
Mefenamic acid 250mg capsules (Essential Generics Ltd)	y	yes_approved
Mefenamic acid 500mg tablets	y	yes_approved
Mefenamic acid 500mg tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Mefenamic acid 500mg tablets (Actavis UK Ltd)	y	yes_approved
Mefenamic acid 500mg tablets (Almus Pharmaceuticals Ltd)	y	yes_approved
Mefenamic acid 500mg tablets (Essential Generics Ltd)	y	yes_approved
Mefenamic acid 500mg tablets (Teva UK Ltd)	y	yes_approved
Mefenamic acid 50mg/5ml oral suspension	y	yes_approved
Meloxicam 15mg orodispersible tablets sugar free	y	yes_approved
Meloxicam 15mg suppositories	y	yes_approved
Meloxicam 15mg tablets	y	yes_approved
Meloxicam 15mg tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Meloxicam 15mg tablets (Actavis UK Ltd)	y	yes_approved
Meloxicam 15mg tablets (Almus Pharmaceuticals Ltd)	y	yes_approved
Meloxicam 15mg tablets (Mylan Ltd)	y	yes_approved
Meloxicam 15mg tablets (Niche Generics Ltd)	y	yes_approved
Meloxicam 15mg tablets (Sovereign Medical Ltd)	y	yes_approved
Meloxicam 15mg tablets (Teva UK Ltd)	y	yes_approved
Meloxicam 7.5mg suppositories	y	yes_approved
Meloxicam 7.5mg tablets	y	yes_approved
Meloxicam 7.5mg tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Meloxicam 7.5mg tablets (Mylan Ltd)	y	yes_approved
Meloxicam 7.5mg tablets (Niche Generics Ltd)	y	yes_approved
Meloxicam 7.5mg tablets (Sovereign Medical Ltd)	y	yes_approved
Meloxicam 7.5mg tablets (Teva UK Ltd)	y	yes_approved
Menthol 0.5% in Aqueous cream	n	
Menthol 1% in Aqueous cream	n	
Menthol 2% gel	n	
Menthol 2% in Aqueous cream	n	
Mentholatum Vapour Rub (The Mentholatum Company Ltd)	n	
Meptazinol 100mg/1ml solution for injection ampoules	y	yes_approved
Meptazinol 200mg tablets	y	yes_approved
Meptid 100mg/1ml solution for injection ampoules (Almirall Ltd)	y	yes_approved
Meptid 200mg tablets (Almirall Ltd)	y	yes_approved
Methadone 10mg/1ml solution for injection ampoules	y	yes_approved
Methadone 10mg/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	y	yes_approved
Methadone 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	y	yes_approved
Methadone 10mg/ml oral solution sugar free	y	yes_approved
Methadone 1mg/ml oral solution	y	yes_approved
Methadone 1mg/ml oral solution sugar free	y	yes_approved
Methadone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)	y	yes_approved
Methadone 20mg/2ml solution for injection ampoules	y	yes_approved
Methadone 50mg/1ml solution for injection ampoules	y	yes_approved
Methadone 50mg/5ml solution for injection ampoules	y	yes_approved
Methadone 5mg tablets	y	yes_approved
Methadone 5mg/ml oral solution	y	yes_approved
Methyl salicylate 25% liniment	n	
Methyl salicylate 30% / Menthol 8% cream	n	
Methyl salicylate 50% ointment	n	
Methysergide 1mg tablets	n	
Mezolar Matrix 100micrograms/hour transdermal patches (Sandoz Ltd)	y	yes_approved
Mezolar Matrix 12micrograms/hour transdermal patches (Sandoz Ltd)	y	yes_approved
Mezolar Matrix 25micrograms/hour transdermal patches (Sandoz Ltd)	y	yes_approved
Mezolar Matrix 37.5microgram/hour transdermal patches (Sandoz Ltd)	y	yes_approved
Mezolar Matrix 50micrograms/hour transdermal patches (Sandoz Ltd)	y	yes_approved
Mezolar Matrix 75micrograms/hour transdermal patches (Sandoz Ltd)	y	yes_approved
Mianserin 10mg tablets	n	
Mianserin 20mg tablets	n	
Mianserin 30mg tablets	n	
Midazolam 10mg/1ml oromucosal solution pre-filled oral syringes	n	
Midazolam 10mg/2ml solution for injection ampoules	n	
Midazolam 10mg/2ml solution for injection ampoules (AMCo)	n	
Midazolam 10mg/2ml solution for injection ampoules (Accord Healthcare Ltd)	n	
Midazolam 10mg/2ml solution for injection ampoules (Hameln Pharmaceuticals Ltd)	n	
Midazolam 10mg/2ml solution for injection ampoules (Wockhardt UK Ltd)	n	
Midazolam 10mg/5ml solution for injection ampoules	n	
Midazolam 10mg/5ml solution for injection ampoules (AMCo)	n	
Midazolam 2.5mg/0.5ml oromucosal solution pre-filled oral syringes	n	
Midazolam 2mg/2ml solution for injection ampoules	n	
Midazolam 50mg/10ml solution for injection ampoules	n	
Midazolam 5mg/5ml solution for injection ampoules	n	
Midazolam 5mg/5ml solution for injection ampoules (AMCo)	n	
Midrid 325mg/65mg capsules (DHP Healthcare Ltd)	n	
Migard 2.5mg tablets (A. Menarini Farmaceutica Internazionale SRL)	n	
Migraleve Pink tablets (McNeil Products Ltd)	n	
Migraleve Yellow tablets (McNeil Products Ltd)	n	
Migraleve tablets (McNeil Products Ltd)	n	
Migril tablets (Wockhardt UK Ltd)	n	
Mirtazapine 15mg orodispersible tablets	n	
Mirtazapine 15mg orodispersible tablets (Actavis UK Ltd)	n	
Mirtazapine 15mg orodispersible tablets (Aurobindo Pharma Ltd)	n	
Mirtazapine 15mg orodispersible tablets (Mylan Ltd)	n	
Mirtazapine 15mg orodispersible tablets (Teva UK Ltd)	n	
Mirtazapine 15mg tablets	n	
Mirtazapine 15mg tablets (A A H Pharmaceuticals Ltd)	n	
Mirtazapine 15mg tablets (Actavis UK Ltd)	n	
Mirtazapine 15mg tablets (Almus Pharmaceuticals Ltd)	n	
Mirtazapine 15mg tablets (Arrow Generics Ltd)	n	
Mirtazapine 15mg tablets (Ranbaxy (UK) Ltd)	n	
Mirtazapine 15mg tablets (Teva UK Ltd)	n	
Mirtazapine 15mg/ml oral solution sugar free	n	
Mirtazapine 15mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	n	
Mirtazapine 30mg orodispersible tablets	n	
Mirtazapine 30mg orodispersible tablets (A A H Pharmaceuticals Ltd)	n	
Mirtazapine 30mg orodispersible tablets (Actavis UK Ltd)	n	
Mirtazapine 30mg orodispersible tablets (Teva UK Ltd)	n	
Mirtazapine 30mg tablets	n	
Mirtazapine 30mg tablets (A A H Pharmaceuticals Ltd)	n	
Mirtazapine 30mg tablets (Actavis UK Ltd)	n	
Mirtazapine 30mg tablets (Arrow Generics Ltd)	n	
Mirtazapine 30mg tablets (Mylan Ltd)	n	
Mirtazapine 30mg tablets (Teva UK Ltd)	n	
Mirtazapine 45mg orodispersible tablets	n	
Mirtazapine 45mg orodispersible tablets (Actavis UK Ltd)	n	
Mirtazapine 45mg orodispersible tablets (Teva UK Ltd)	n	
Mirtazapine 45mg tablets	n	
Mirtazapine 45mg tablets (A A H Pharmaceuticals Ltd)	n	
Mirtazapine 45mg tablets (Arrow Generics Ltd)	n	
Mirtazapine 45mg tablets (Ranbaxy (UK) Ltd)	n	
Mirtazapine 45mg tablets (Teva UK Ltd)	n	
Mobic 15mg suppositories (Boehringer Ingelheim Ltd)	y	yes_approved
Mobic 15mg tablets (Boehringer Ingelheim Ltd)	y	yes_approved
Mobic 7.5mg suppositories (Boehringer Ingelheim Ltd)	y	yes_approved
Mobic 7.5mg tablets (Boehringer Ingelheim Ltd)	y	yes_approved
Mobiflex 20mg tablets (Meda Pharmaceuticals Ltd)	y	yes_approved
Mobigel 4% spray (Mercury Pharma Group Ltd)	n	
Molipaxin 100mg capsules (Zentiva)	n	
Molipaxin 150mg tablets (Zentiva)	n	
Molipaxin 50mg capsules (Zentiva)	n	
Molipaxin CR 150mg tablets (Aventis Pharma)	n	
Morphgesic SR 10mg tablets (AMCo)	y	yes_approved
Morphgesic SR 30mg tablets (AMCo)	y	yes_approved
Morphgesic SR 60mg tablets (AMCo)	y	yes_approved
Morphine 100mg modified-release capsules	y	yes_approved
Morphine 100mg modified-release tablets	y	yes_approved
Morphine 10mg modified-release capsules	y	yes_approved
Morphine 10mg modified-release tablets	y	yes_approved
Morphine 10mg tablets	y	yes_approved
Morphine 120mg modified-release capsules	y	yes_approved
Morphine 150mg modified-release capsules	y	yes_approved
Morphine 15mg modified-release tablets	y	yes_approved
Morphine 200mg modified-release tablets	y	yes_approved
Morphine 20mg modified-release granules sachets sugar free	y	yes_approved
Morphine 20mg tablets	y	yes_approved
Morphine 30mg modified-release capsules	y	yes_approved
Morphine 30mg modified-release granules sachets sugar free	y	yes_approved
Morphine 30mg modified-release tablets	y	yes_approved
Morphine 50mg tablets	y	yes_approved
Morphine 5mg modified-release tablets	y	yes_approved
Morphine 60mg modified-release capsules	y	yes_approved
Morphine 60mg modified-release granules sachets sugar free	y	yes_approved
Morphine 60mg modified-release tablets	y	yes_approved
Morphine hydrochloride 15mg suppositories	y	yes_approved
Morphine hydrochloride 30mg suppositories	y	yes_approved
Morphine sulfate 10mg suppositories	y	yes_approved
Morphine sulfate 10mg/1ml solution for injection ampoules	y	yes_approved
Morphine sulfate 10mg/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	y	yes_approved
Morphine sulfate 10mg/1ml solution for injection ampoules (UCB Pharma Ltd)	y	yes_approved
Morphine sulfate 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	y	yes_approved
Morphine sulfate 10mg/1ml suspension for injection vials	y	yes_approved
Morphine sulfate 10mg/5ml oral solution	y	yes_approved
Morphine sulfate 10mg/5ml oral solution (Actavis UK Ltd)	y	yes_approved
Morphine sulfate 10mg/5ml oral solution (Martindale Pharmaceuticals Ltd)	y	yes_approved
Morphine sulfate 10mg/5ml oral solution unit dose vials sugar free	y	yes_approved
Morphine sulfate 15mg suppositories	y	yes_approved
Morphine sulfate 15mg/1ml solution for injection ampoules	y	yes_approved
Morphine sulfate 1mg/1ml solution for injection ampoules	y	yes_approved
Morphine sulfate 20mg/1ml solution for injection ampoules	y	yes_approved
Morphine sulfate 20mg/ml oral solution sugar free	y	yes_approved
Morphine sulfate 30mg suppositories	y	yes_approved
Morphine sulfate 30mg/1ml solution for injection ampoules	y	yes_approved
Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free	y	yes_approved
Morphine sulfate 60mg/2ml solution for injection ampoules	y	yes_approved
Motifene 75mg modified-release capsules (Daiichi Sankyo UK Ltd)	y	yes_approved
Motipress tablets (Sanofi-Synthelabo Ltd)	n	
Motival 10mg/500microgram tablets (Sanofi)	n	
Motrin 400mg tablets (Pfizer Ltd)	y	yes_approved
Motrin 600mg tablets (Pfizer Ltd)	y	yes_approved
Motrin 800mg tablets (Pfizer Ltd)	y	yes_approved
Movelat Relief cream (Genus Pharmaceuticals Ltd)	n	
Movelat Relief gel (Genus Pharmaceuticals Ltd)	n	
Movelat cream (Genus Pharmaceuticals Ltd)	n	
Movelat gel (Genus Pharmaceuticals Ltd)	n	
Mysoline 250mg tablets (SERB)	n	
NARPHEN tablets 5mg [S & N]	y	yes_approved
NU-SEALS ASPIRIN tablets 600mg [LILLY]	y	yes_approved
Nabumetone 500mg dispersible tablets sugar free	y	yes_approved
Nabumetone 500mg tablets	y	yes_approved
Nabumetone 500mg tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Nabumetone 500mg tablets (Actavis UK Ltd)	y	yes_approved
Nabumetone 500mg tablets (Fannin UK Ltd)	y	yes_approved
Nabumetone 500mg/5ml oral suspension sugar free	y	yes_approved
Nalorex 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	n	
Naltrexone 3mg capsules	n	
Naltrexone 4.5mg capsules	n	
Naltrexone 50mg tablets	n	
Napratec OP tablets (Pfizer Ltd)	y	yes_approved
Naprosyn 125mg/5ml oral suspension (Roche Products Ltd)	y	yes_approved
Naprosyn 250mg tablets (Roche Products Ltd)	y	yes_approved
Naprosyn EC 250mg tablets (Roche Products Ltd)	y	yes_approved
Naproxen 125mg/5ml oral suspension	y	yes_approved
Naproxen 250mg gastro-resistant tablets (Actavis UK Ltd)	y	yes_approved
Naproxen 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)	y	yes_approved
Naproxen 250mg tablets	y	yes_approved
Naproxen 250mg tablets (A A H Pharmaceuticals Ltd)	y	yes_approved
Naproxen 375mg gastro-resistant tablets	y	yes_approved
Naproxen 375mg gastro-resistant tablets (Actavis UK Ltd)	y	yes_approved
Naproxen 500mg / Esomeprazole 20mg modified-release tablets	y	yes_approved
Naproxen 500mg gastro-resistant tablets (Actavis UK Ltd)	y	yes_approved
Naproxen 500mg gastro-resistant tablets (Mylan Ltd)	y	yes_approved
Naproxen 500mg modified-release tablets	y	yes_approved
Naproxen 500mg tablets	y	yes_approved
Naproxen 500mg tablets (Actavis UK Ltd)	y	yes_approved
Naproxen 500mg tablets and Misoprostol 200microgram tablets	y	yes_approved
Naproxen sodium 275mg tablets	y	yes_approved
Naramig 2.5mg tablets (GlaxoSmithKline UK Ltd)	n	
Naratriptan 2.5mg tablets	n	
Naratriptan 2.5mg tablets (Actavis UK Ltd)	n	
Naratriptan 2.5mg tablets (Teva UK Ltd)	n	
Nefazodone 100mg tablets	n	
Nefazodone 200mg tablets	n	
Nefopam 20mg/1ml solution for injection ampoules	y	yes_approved
Nefopam 30mg tablets	y	yes_approved
Nefopam 30mg tablets (Primegen Ltd)	y	yes_approved
Neurontin 100mg capsules (Pfizer Ltd)	y	
Neurontin 300mg capsules (Pfizer Ltd)	y	
Neurontin 400mg capsules (Pfizer Ltd)	y	
Neurontin 600mg tablets (Pfizer Ltd)	y	
Neurontin 800mg tablets (Pfizer Ltd)	y	
Nortriptyline 10mg / Fluphenazine 500microgram tablets	n	
Nortriptyline 10mg tablets	y	
Nortriptyline 10mg tablets (A A H Pharmaceuticals Ltd)	y	
Nortriptyline 10mg tablets (Teva UK Ltd)	y	
Nortriptyline 25mg tablets	y	
Nurofen 200mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)	y	yes_approved
Nurofen 5% gel (Reckitt Benckiser Healthcare (UK) Ltd)	n	
Nurofen Express 400mg liquid capsules (Reckitt Benckiser Healthcare (UK) Ltd)	y	yes_approved
Nurofen Meltlets 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)	y	yes_approved
Nurofen Migraine Pain 342mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)	n	
Nurofen Plus tablets (Reckitt Benckiser Healthcare (UK) Ltd)	y	yes_approved
Nycopren 500mg gastro-resistant tablets (Ardern Healthcare Ltd)	y	yes_approved
OPUSTAN tablets 500mg [OPUS]	y	yes_approved
ORAMORPH SR tablets 10mg [BOEH I HSP]	y	yes_approved
ORUDIS capsules 50mg [HAWGREEN]	y	yes_approved
ORUVAIL modified release capsules 200mg [HAWGREEN]	y	yes_approved
OXYNORM injection solution 10mg/ml [NAPPPHARM]	y	yes_approved
Oldaram 100mg modified-release tablets (Ranbaxy (UK) Ltd)	y	yes_approved
Optimax 500mg tablets (Intrapharm Laboratories Ltd)	n	
Oramorph 10mg/5ml oral solution (Boehringer Ingelheim Ltd)	y	yes_approved
Oramorph 10mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	y	yes_approved
Oramorph 20mg/ml concentrated oral solution (Boehringer Ingelheim Ltd)	y	yes_approved
Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)	y	yes_approved
Orlept 200mg gastro-resistant tablets (Wockhardt UK Ltd)	n	
Oruvail 100 modified-release capsules (Sanofi)	y	yes_approved
Oruvail 2.5% gel (Sanofi)	n	
Oruvail 200 modified-release capsules (Sanofi)	y	yes_approved
Osmanil 12micrograms/hour transdermal patches (Zentiva)	y	yes_approved
Osmanil 50micrograms/hour transdermal patches (Zentiva)	y	yes_approved
Oxcarbazepine 150mg tablets	y	
Oxcarbazepine 150mg tablets (Mylan Ltd)	y	
Oxcarbazepine 150mg tablets (Teva UK Ltd)	y	
Oxcarbazepine 300mg tablets	y	
Oxcarbazepine 300mg tablets (Mylan Ltd)	y	
Oxcarbazepine 600mg tablets	y	
Oxcarbazepine 600mg tablets (Actavis UK Ltd)	y	
OxyContin 10mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 120mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 15mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 20mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 30mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 5mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 60mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 10mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 10mg/ml concentrate oral solution (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 20mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 20mg/2ml solution for injection ampoules (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 50mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm 5mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
OxyNorm liquid 5mg/5ml oral solution (Napp Pharmaceuticals Ltd)	y	yes_approved
Oxycodone 10mg / Naloxone 5mg modified-release tablets	y	yes_approved
Oxycodone 10mg capsules	y	yes_approved
Oxycodone 10mg modified-release tablets	y	yes_approved
Oxycodone 10mg/1ml solution for injection ampoules	y	yes_approved
Oxycodone 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	y	yes_approved
Oxycodone 10mg/ml oral solution sugar free	y	yes_approved
Oxycodone 10mg/ml oral solution sugar free (Wockhardt UK Ltd)	y	yes_approved
Oxycodone 120mg modified-release tablets	y	yes_approved
Oxycodone 15mg modified-release tablets	y	yes_approved
Oxycodone 20mg capsules	y	yes_approved
Oxycodone 20mg modified-release tablets	y	yes_approved
Oxycodone 20mg/2ml solution for injection ampoules	y	yes_approved
Oxycodone 20mg/2ml solution for injection ampoules (Wockhardt UK Ltd)	y	yes_approved
Oxycodone 30mg modified-release tablets	y	yes_approved
Oxycodone 40mg modified-release tablets	y	yes_approved
Oxycodone 50mg/1ml solution for injection ampoules	y	yes_approved
Oxycodone 50mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	y	yes_approved
Oxycodone 5mg / Naloxone 2.5mg modified-release tablets	y	yes_approved
Oxycodone 5mg capsules	y	yes_approved
Oxycodone 5mg modified-release tablets	y	yes_approved
Oxycodone 5mg/5ml oral solution sugar free	y	yes_approved
Oxycodone 5mg/5ml oral solution sugar free (Wockhardt UK Ltd)	y	yes_approved
Oxycodone 60mg modified-release tablets	y	yes_approved
Oxycodone 80mg modified-release tablets	y	yes_approved
PARACETAMOL caplets 500mg [ASPAR]	y	yes_approved
PARACETAMOL caplets 500mg [NUCARE]	y	yes_approved
PARACETAMOL capsules [CO-OPERATI]	y	yes_approved
PARACETAMOL suspension 250mg/5ml [NUCARE]	y	yes_approved
PARACETAMOL tablets 500mg [ALMUS]	y	yes_approved
PARACETAMOL tablets 500mg [M&A PHARM]	y	yes_approved
PARAHYPON tablets [WELLCOME]	y	yes_approved
PENNSAID topical solution 1.5% [PROVALIS]	n	
PERIACTIN syrup 2mg/5ml [M S D]	n	
PERIACTIN tablets 4mg [M S D]	n	
PHENYTOIN tablets 100mg [IVAX]	n	
PHYSEPTONE injection 10mg/ml [MARTINDALE]	y	yes_approved
PIROXICAM gel 0.5% [MANX]	n	
PIZOTIFEN tablets 0.5mg [NEOLAB]	n	
PONSTAN dispersible tablet 250mg [CHEMIDEX]	y	yes_approved
PROGESIC tablets 200mg [LILLY]	y	yes_approved
PROPAIN tablets [SANKYO]	y	yes_approved
PROPRANOLOL sustained release capsules 160mg [ACTAVIS]	n	
Palexia 50mg tablets (Grunenthal Ltd)	y	yes_approved
Palexia SR 100mg tablets (Grunenthal Ltd)	y	yes_approved
Palexia SR 50mg tablets (Grunenthal Ltd)	y	yes_approved
Palfium 5mg tablets (Roche Products Ltd)	y	yes_approved
Palladone SR 2mg capsules (Napp Pharmaceuticals Ltd)	y	yes_approved
